sld_name,ground_truth_x,ground_truth_y,best_candidate_x,best_candidate_y,association_distance,stage3_rank,stage4_rank,stage5_rank,template_id,template_scale,template_rotation,chamfer_score,coverage_score,verification_score,combined_score
SLD7,1725,669,1712.0,654.0,24.520399670478458,4783,1993,-1,T_0.400_090,0.4,90,6.675000190734863,0,0,6.675000190734863
SLD7,1725,699,1712.0,684.0,24.520399670478458,4813,2023,-1,T_0.400_090,0.4,90,6.675000190734863,0,0,6.675000190734863
SLD7,218,728,195.0,729.0,25.0,5718,1241,-1,T_0.400_180,0.4,180,6.435483932495117,0,0,6.435483932495117
SLD7,1450,181,1447.0,180.0,1.118033988749895,6298,1626,-1,T_0.400_180,0.4,180,6.352838516235352,0,0,6.352838516235352
SLD7,566,251,542.0,246.0,18.741664813991314,4077,3440,-1,T_0.344_000,0.344,0,3.4035043716430664,0,0,3.4035043716430664
SLD7,615,87,614.0,84.0,5.0990195135927845,8563,1707,-1,T_0.400_180,0.4,180,6.5580644607543945,0,0,6.5580644607543945
SLD7,910,387,915.0,398.0,9.82344135219425,11716,15674,-1,T_0.289_180,0.289,180,5.2759690284729,0,0,5.2759690284729
SLD7,511,399,494.0,379.0,19.4164878389476,11712,9362,-1,T_0.400_000,0.4,0,6.049776077270508,0,0,6.049776077270508
SLD7,1305,171,1298.0,180.0,13.038404810405298,5329,1631,-1,T_0.400_180,0.4,180,6.402895927429199,0,0,6.402895927429199
SLD7,1335,171,1341.0,180.0,17.69180601295413,6309,1667,-1,T_0.400_180,0.4,180,6.361750602722168,0,0,6.361750602722168
SLD7,1365,171,1368.0,180.0,15.811388300841896,6311,1627,-1,T_0.400_180,0.4,180,6.3565993309021,0,0,6.3565993309021
